Month,Value
1950-12,0.072093023
1951-01,0.206976744
1951-02,0.206976744
1951-03,0.206976744
1951-04,0.974418605
1951-05,1.337209302
1951-06,1.153488372
1951-07,0.244186047
1951-08,0.23255814
1951-09,0.746511628
1951-10,0.013953488
1951-11,0.03255814
1951-12,-0.120930233
1952-01,-0.239534884
1952-02,-0.658139535
1952-03,-0.674418605
1952-04,-0.509302326
1952-05,-0.641860465
1952-06,-0.339534884
1952-07,-0.272093023
1952-08,0.090697674
1952-09,-0.530232558
1952-10,-0.63255814
1952-11,-0.672093023
1952-12,-0.388372093
1953-01,-0.569767442
1953-02,-1.095348837
1953-03,-0.953488372
1953-04,-0.539534884
1953-05,-0.895348837
1953-06,-0.679069767
1953-07,-0.986046512
1953-08,-0.639534884
1953-09,-0.737209302
1953-10,-0.995348837
1953-11,-1.148837209
1953-12,-1.127906977
1954-01,-1.181395349
1954-02,-1.174418605
1954-03,-0.93255814
1954-04,-1.144186047
1954-05,-1.16744186
1954-06,-1.181395349
1954-07,-1.074418605
1954-08,-0.990697674
1954-09,-1.151162791
1954-10,-1.023255814
1954-11,-0.972093023
1954-12,-1.009302326
1955-01,-0.648837209
1955-02,-0.702325581
1955-03,-1.072093023
1955-04,-0.923255814
1955-05,-0.513953488
1955-06,-0.448837209
1955-07,-0.565116279
1955-08,-0.239534884
1955-09,-0.193023256
1955-10,0.174418605
1955-11,0.888372093
1955-12,0.602325581
1956-01,0.525581395
1956-02,1.697674419
1956-03,1.56744186
1956-04,1.388372093
1956-05,1.990697674
1956-06,1.525581395
1956-07,1.81627907
1956-08,2.758139535
1956-09,2.841860465
1956-10,2.425581395
1956-11,3.495348837
1956-12,3.281395349
1957-01,2.651162791
1957-02,1.841860465
1957-03,2.474418605
1957-04,2.888372093
1957-05,2.641860465
1957-06,3.481395349
1957-07,3.16744186
1957-08,2.488372093
1957-09,4.297674419
1957-10,4.71627907
1957-11,3.718604651
1957-12,4.381395349
1958-01,3.523255814
1958-02,2.648837209
1958-03,3.248837209
1958-04,3.372093023
1958-05,2.890697674
1958-06,2.802325581
1958-07,3.265116279
1958-08,3.469767442
1958-09,3.493023256
1958-10,3.034883721
1958-11,2.355813953
1958-12,3.176744186
1959-01,3.869767442
1959-02,2.141860465
1959-03,3.13255814
1959-04,2.611627907
1959-05,2.813953488
1959-06,2.737209302
1959-07,2.293023256
1959-08,3.455813953
1959-09,2.190697674
1959-10,1.404651163
1959-11,1.697674419
1959-12,1.720930233
1960-01,2.21627907
1960-02,1.279069767
1960-03,1.190697674
1960-04,1.651162791
1960-05,1.595348837
1960-06,1.376744186
1960-07,1.644186047
1960-08,1.93255814
1960-09,1.772093023
1960-10,0.739534884
1960-11,0.897674419
1960-12,0.804651163
1961-01,0.160465116
1961-02,-0.113953488
1961-03,0.046511628
1961-04,0.241860465
1961-05,0
1961-06,0.613953488
1961-07,0.446511628
1961-08,0.113953488
1961-09,0.293023256
1961-10,-0.309302326
1961-11,-0.427906977
1961-12,-0.255813953
1962-01,-0.286046512
1962-02,-0.01627907
1962-03,-0.125581395
1962-04,-0.106976744
1962-05,-0.169767442
1962-06,-0.209302326
1962-07,-0.679069767
1962-08,-0.679069767
1962-09,0.006976744
1962-10,-0.26744186
1962-11,-0.560465116
1962-12,-0.646511628
1963-01,-0.725581395
1963-02,-0.618604651
1963-03,-0.788372093
1963-04,-0.504651163
1963-05,-0.186046512
1963-06,-0.351162791
1963-07,-0.730232558
1963-08,-0.413953488
1963-09,-0.28372093
1963-10,-0.365116279
1963-11,-0.641860465
1963-12,-0.839534884
1964-01,-0.830232558
1964-02,-0.774418605
1964-03,-0.802325581
1964-04,-0.986046512
1964-05,-0.965116279
1964-06,-0.974418605
1964-07,-1.113953488
1964-08,-0.969767442
1964-09,-1.076744186
1964-10,-1.044186047
1964-11,-1.013953488
1964-12,-0.834883721
1965-01,-0.779069767
1965-02,-0.855813953
1965-03,-0.913953488
1965-04,-1.027906977
1965-05,-0.625581395
1965-06,-0.81627907
1965-07,-0.909302326
1965-08,-0.979069767
1965-09,-0.795348837
1965-10,-0.718604651
1965-11,-0.818604651
1965-12,-0.790697674
1966-01,-0.530232558
1966-02,-0.618604651
1966-03,-0.597674419
1966-04,-0.053488372
1966-05,-0.13255814
1966-06,-0.076744186
1966-07,0.13255814
1966-08,0.004651163
1966-09,-0.018604651
1966-10,0.144186047
1966-11,0.144186047
1966-12,0.451162791
1967-01,1.393023256
1967-02,0.990697674
1967-03,1.413953488
1967-04,0.430232558
1967-05,0.825581395
1967-06,0.379069767
1967-07,0.941860465
1967-08,1.306976744
1967-09,0.6
1967-10,0.865116279
1967-11,1.006976744
1967-12,1.753488372
1968-01,1.646511628
1968-02,1.41627907
1968-03,0.958139535
1968-04,0.702325581
1968-05,1.772093023
1968-06,1.379069767
1968-07,1.048837209
1968-08,1.355813953
1968-09,1.539534884
1968-10,1.318604651
1968-11,0.813953488
1968-12,1.36744186
1969-01,1.241860465
1969-02,1.61627907
1969-03,1.972093023
1969-04,1.297674419
1969-05,1.604651163
1969-06,1.279069767
1969-07,1.065116279
1969-08,1.093023256
1969-09,0.937209302
1969-10,1.039534884
1969-11,0.988372093
1969-12,1.090697674
1970-01,1.406976744
1970-02,1.786046512
1970-03,1.206976744
1970-04,1.360465116
1970-05,1.779069767
1970-06,1.297674419
1970-07,1.430232558
1970-08,0.976744186
1970-09,1.127906977
1970-10,0.827906977
1970-11,1.027906977
1970-12,0.755813953
1971-01,0.937209302
1971-02,0.651162791
1971-03,0.225581395
1971-04,0.48372093
1971-05,0.151162791
1971-06,-0.027906977
1971-07,0.697674419
1971-08,0.241860465
1971-09,-0.018604651
1971-10,0.01627907
1971-11,0.28372093
1971-12,0.725581395
1972-01,0.244186047
1972-02,0.869767442
1972-03,0.676744186
1972-04,0.28372093
1972-05,0.686046512
1972-06,0.860465116
1972-07,0.593023256
1972-08,0.6
1972-09,0.302325581
1972-10,0.239534884
1972-11,-0.218604651
1972-12,-0.13255814
1973-01,-0.176744186
1973-02,-0.188372093
1973-03,-0.11627907
1973-04,0.155813953
1973-05,-0.2
1973-06,-0.26744186
1973-07,-0.648837209
1973-08,-0.590697674
1973-09,0.193023256
1973-10,-0.472093023
1973-11,-0.630232558
1973-12,-0.644186047
1974-01,-0.544186047
1974-02,-0.581395349
1974-03,-0.690697674
1974-04,-0.248837209
1974-05,-0.26744186
1974-06,-0.348837209
1974-07,0.111627907
1974-08,-0.404651163
1974-09,-0.251162791
1974-10,-0.090697674
1974-11,-0.604651163
1974-12,-0.709302326
1975-01,-0.746511628
1975-02,-0.918604651
1975-03,-0.918604651
1975-04,-1.06744186
1975-05,-0.976744186
1975-06,-0.920930233
1975-07,-0.530232558
1975-08,-0.262790698
1975-09,-0.862790698
1975-10,-0.974418605
1975-11,-0.734883721
1975-12,-1.004651163
1976-01,-0.997674419
1976-02,-1.086046512
1976-03,-0.676744186
1976-04,-0.748837209
1976-05,-0.897674419
1976-06,-0.902325581
1976-07,-1.141860465
1976-08,-0.804651163
1976-09,-0.872093023
1976-10,-0.706976744
1976-11,-1.065116279
1976-12,-0.830232558
1977-01,-0.804651163
1977-02,-0.648837209
1977-03,-0.98372093
1977-04,-0.886046512
1977-05,-0.753488372
1977-06,-0.290697674
1977-07,-0.688372093
1977-08,-0.486046512
1977-09,-0.162790698
1977-10,-0.16744186
1977-11,-0.509302326
1977-12,-0.181395349
1978-01,0.020930233
1978-02,0.990697674
1978-03,0.593023256
1978-04,1.13255814
1978-05,0.737209302
1978-06,1.025581395
1978-07,0.451162791
1978-08,0.165116279
1978-09,2.027906977
1978-10,1.723255814
1978-11,1.090697674
1978-12,1.66744186
1979-01,2.688372093
1979-02,2.011627907
1979-03,2.023255814
1979-04,1.174418605
1979-05,1.939534884
1979-06,2.290697674
1979-07,2.520930233
1979-08,2.120930233
1979-09,3.195348837
1979-10,3.144186047
1979-11,3.076744186
1979-12,2.913953488
1980-01,2.525581395
1980-02,2.418604651
1980-03,1.748837209
1980-04,2.630232558
1980-05,2.997674419
1980-06,2.472093023
1980-07,1.98372093
1980-08,1.962790698
1980-09,2.418604651
1980-10,2.644186047
1980-11,2.253488372
1980-12,2.869767442
1981-01,1.465116279
1981-02,2.1
1981-03,1.965116279
1981-04,2.451162791
1981-05,1.779069767
1981-06,0.906976744
1981-07,2.158139535
1981-08,2.504651163
1981-09,2.704651163
1981-10,2.590697674
1981-11,2.011627907
1981-12,2.304651163
1982-01,1.4
1982-02,2.618604651
1982-03,2.390697674
1982-04,1.651162791
1982-05,0.725581395
1982-06,1.381395349
1982-07,1.281395349
1982-08,1.31627907
1982-09,1.576744186
1982-10,1.01627907
1982-11,1.095348837
1982-12,1.76744186
1983-01,0.774418605
1983-02,0
1983-03,0.360465116
1983-04,0.690697674
1983-05,1.120930233
1983-06,0.93255814
1983-07,0.725581395
1983-08,0.48372093
1983-09,-0.01627907
1983-10,0.111627907
1983-11,-0.411627907
1983-12,-0.409302326
